AID,BIO_SEX,IMONTH,IDAY,IYEAR,H1GI1M,H1GI1Y,H1GI4,H1GI6A,H1GI6B,H1GI6C,H1GI6D,H1GI6E,H1GI8,H1GI9,H1NM4,H1NF4,H1RM1,H1RF1
97606524,2,9,14,95,3,80,0,1,0,0,0,0,7,1,97,97,9,8
97606620,2,9,12,95,8,77,0,1,0,0,0,0,7,1,97,97,1,1
97608170,2,9,1,95,5,78,0,1,0,0,0,0,7,1,97,97,9,9
97608178,1,9,11,95,11,78,0,0,1,0,0,0,7,2,97,97,8,4
97608374,1,8,15,95,2,80,0,0,1,0,0,0,7,2,97,4,4,97
97608870,2,8,9,95,7,80,0,1,0,0,0,0,7,1,97,7,8,97
97608972,2,8,12,95,3,78,0,1,0,0,0,0,7,1,97,97,8,97
97614378,1,9,9,95,3,78,0,1,0,0,0,0,7,1,97,97,7,7
97614777,2,7,31,95,9,76,0,1,0,0,0,0,7,1,97,97,7,2
97614875,2,8,18,95,3,77,0,1,0,0,0,0,7,1,97,97,4,8
97614978,2,8,20,95,9,77,0,0,0,0,1,0,7,4,97,8,8,97
97619466,2,9,3,95,9,80,0,1,0,0,0,0,7,1,97,7,8,97
97619960,2,8,2,95,5,77,0,1,0,0,0,0,7,1,97,97,7,7
97619969,2,8,19,95,12,80,0,1,0,0,0,0,7,1,97,97,9,9
97646125,1,9,23,95,2,77,0,0,1,1,0,1,2,2,97,97,8,8
97646225,1,10,5,95,8,78,1,1,0,0,0,0,7,1,97,97,8,8
97676858,1,8,8,95,6,80,1,1,0,0,0,0,7,1,97,97,4,4
97676929,1,8,31,95,7,80,1,0,0,0,0,1,7,5,97,97,2,2
97676956,2,9,5,95,8,80,1,0,0,1,0,0,7,1,1,8,97,97
97678071,1,9,15,95,1,78,0,1,0,0,0,0,7,1,97,97,9,8
97678273,2,8,12,95,1,77,0,1,0,0,0,0,7,1,97,7,7,97
97678274,2,8,2,95,7,80,0,0,1,0,0,0,7,2,97,5,5,97
97678371,1,8,13,95,5,79,0,1,0,0,0,0,7,1,97,8,7,2
97678475,1,8,21,95,4,78,0,1,0,0,0,0,7,1,97,97,4,4
97678577,1,8,18,95,5,79,0,1,0,0,0,0,7,1,97,97,4,9
97678678,2,9,11,95,2,78,0,1,0,0,0,0,7,1,97,97,8,7
97678773,1,10,10,95,4,78,0,1,0,0,0,0,7,1,97,97,8,9
97678775,2,8,21,95,4,79,0,0,1,0,0,0,7,2,97,97,8,8
97710039,1,5,25,95,6,81,0,1,0,0,0,0,7,1,97,97,4,7
97710114,2,8,22,95,5,82,0,1,0,0,0,0,7,1,2,2,8,97
97710115,1,5,26,95,3,82,1,0,0,0,0,1,7,1,97,97,8,4
97710183,1,6,30,95,1,82,0,1,0,0,0,0,7,1,97,97,4,5
97710198,2,6,23,95,8,82,0,1,0,0,0,0,7,1,97,97,9,7
97710215,2,5,16,95,6,81,1,0,0,0,0,1,7,5,97,97,2,2
97710255,2,4,30,95,11,79,1,1,0,0,0,0,7,5,97,97,2,3
97710330,1,8,26,95,5,81,0,1,0,0,0,0,7,1,97,8,8,8
97710455,2,6,10,95,4,80,1,0,0,0,0,1,7,1,97,97,7,6
97710486,1,8,10,95,6,80,0,0,1,0,0,0,7,2,97,11,8,97
97710575,1,8,25,95,10,80,0,0,1,0,0,0,7,2,97,97,4,7
97710657,2,8,29,95,5,81,1,0,0,0,0,1,7,1,97,97,5,4
97710686,1,8,30,95,1,82,0,0,1,0,0,0,7,2,97,4,8,97
97710915,2,5,26,95,5,82,0,1,0,0,0,0,7,1,97,97,8,9
97711063,1,5,25,95,2,81,0,1,0,0,0,0,7,1,97,97,4,4
97711065,2,8,29,95,7,80,0,1,0,0,0,0,7,1,97,97,1,1
97711071,2,9,26,95,1,80,1,0,0,0,0,1,7,5,97,97,7,97
97711072,2,6,3,95,5,81,0,1,0,0,0,0,7,1,97,97,8,8
97711075,1,7,12,95,12,81,0,1,0,0,0,0,7,1,97,97,9,9
97711271,2,8,1,95,4,81,0,0,1,0,0,0,7,2,97,2,4,97
97711272,1,7,27,95,6,80,0,0,1,0,0,0,7,2,97,8,98,98
97711377,2,8,14,95,5,81,0,1,0,0,0,0,7,1,97,97,7,8
97712212,2,8,31,95,10,81,0,1,0,0,0,0,7,1,97,97,8,11
97712240,2,6,27,95,11,80,0,1,0,0,0,0,7,1,97,4,2,97
97712279,1,6,27,95,3,82,0,1,0,0,0,0,7,1,97,97,7,5
97712290,1,6,10,95,7,81,1,1,0,0,0,0,7,1,97,97,1,8
97712349,2,7,3,95,10,78,0,1,0,0,0,0,7,1,97,2,11,6
97712972,1,8,30,95,1,81,0,1,0,0,0,0,7,1,97,4,2,2
97712990,2,6,16,95,1,81,0,1,0,0,0,0,7,1,97,97,4,4
97712994,2,4,27,95,12,81,1,0,0,0,0,1,7,5,97,97,1,1
97712995,1,6,1,95,2,81,1,1,0,0,0,0,7,1,97,97,7,4
97712998,2,5,7,95,9,80,0,1,0,0,0,0,7,1,97,97,8,8
97712999,1,6,21,95,9,81,0,1,0,0,0,0,7,1,97,97,4,7
97713039,1,7,20,95,7,81,0,0,1,0,0,0,7,2,97,97,4,3
97713236,1,6,10,95,8,81,0,1,0,0,0,0,7,1,97,6,8,97
97713293,1,5,16,95,4,81,0,1,0,0,0,0,7,1,97,11,4,4
97713295,2,5,8,95,4,82,0,1,0,0,0,0,7,1,97,2,5,97
97713299,1,6,8,95,6,81,0,1,0,0,0,0,7,1,97,9,7,97
97713393,2,5,10,95,1,81,0,1,0,0,0,0,7,1,97,2,2,97
97713404,1,7,29,95,8,80,1,1,0,0,0,0,7,1,12,97,97,12
97713507,1,5,9,95,3,81,0,0,1,0,0,0,7,2,97,97,7,8
97713607,1,5,16,95,6,80,1,0,0,0,0,1,7,5,1,12,12,97
97713990,2,6,9,95,2,81,0,1,0,0,0,0,7,1,97,97,8,8
97713994,1,8,11,95,1,81,0,1,0,0,0,0,7,1,97,4,4,97
97714011,2,5,26,95,6,82,0,1,0,0,0,0,7,1,97,97,2,2
97714018,2,7,10,95,5,82,0,0,1,0,0,0,7,2,97,97,4,4
97714021,2,6,28,95,1,81,0,1,0,0,0,0,7,1,97,4,4,97
97714029,1,7,25,95,10,81,0,1,0,0,0,0,7,1,97,97,8,6
97714046,2,9,6,95,9,80,0,1,0,0,0,0,7,1,97,4,5,97
97714097,2,5,30,95,5,81,0,0,1,1,0,0,2,2,97,97,2,4
97714115,1,6,19,95,1,81,0,1,1,0,0,0,2,2,97,2,2,97
97714119,1,5,9,95,3,80,0,0,1,0,0,0,7,2,97,4,4,97
97714214,2,6,28,95,12,80,0,0,1,0,0,0,7,2,97,4,4,97
97714234,1,9,14,95,12,81,0,0,1,0,0,0,7,2,97,4,6,97
97714480,2,5,18,95,4,81,0,1,0,0,0,0,7,1,2,97,97,4
97714489,2,6,15,95,7,81,0,1,0,0,0,0,7,1,97,11,2,4
97714894,2,6,17,95,8,80,0,0,0,0,1,0,7,4,97,97,1,1
97714915,2,7,24,95,11,81,0,1,1,0,0,0,2,2,97,12,4,97
97714918,1,5,31,95,4,79,0,0,1,0,0,0,7,2,97,1,4,97
97714933,1,6,11,95,1,81,0,1,0,0,0,0,7,1,97,4,4,97
97714981,1,6,2,95,4,81,0,1,0,0,0,0,7,1,97,97,4,4
97714991,2,7,18,95,8,81,0,0,1,0,0,0,7,2,97,98,98,97
97715120,1,5,15,95,12,80,0,0,1,0,0,0,7,2,97,97,8,8
97715124,2,7,17,95,11,80,0,0,1,0,0,0,7,2,97,8,8,97
97715250,2,5,16,95,10,83,0,1,0,0,0,0,7,1,97,97,4,7
97715351,2,5,3,95,2,81,0,0,1,0,0,0,7,2,97,97,6,4
97715354,2,6,22,95,9,80,0,1,0,1,0,0,1,1,97,97,8,4
97715355,2,5,17,95,3,82,0,1,0,0,0,0,7,1,97,8,4,98
97715363,2,5,25,95,9,81,0,1,0,0,0,0,7,1,97,97,4,4
97715898,1,6,1,95,1,81,0,0,1,0,0,0,7,2,97,97,2,8
97715952,2,5,13,95,4,83,0,1,0,0,0,0,7,1,97,97,4,4
97715953,1,6,3,95,4,82,0,1,0,0,0,0,7,1,97,97,2,12
97715983,2,5,29,95,7,82,0,1,0,0,0,0,7,1,97,97,7,2
97715984,1,7,25,95,6,81,0,1,0,0,0,0,7,1,97,4,8,97
97715986,1,7,18,95,12,80,0,1,0,0,0,0,7,1,97,97,2,2
97715987,1,5,17,95,12,81,0,1,0,0,0,0,7,1,97,97,4,4
97715989,1,8,9,95,7,81,0,1,0,0,0,0,7,1,97,97,2,2
97716065,1,6,12,95,11,80,0,1,0,0,0,0,7,1,97,97,6,11
97716090,2,7,15,95,2,80,1,0,1,0,0,1,6,2,97,8,7,97
97716098,2,7,12,95,3,81,0,0,1,0,0,0,7,2,8,97,97,4
97716153,1,5,22,95,11,81,1,0,0,1,0,0,7,3,2,97,97,4
97716160,1,7,17,95,7,82,0,1,1,0,1,0,2,2,97,4,7,7
97716162,1,8,21,95,4,81,0,1,0,0,0,0,7,1,97,97,4,4
97716186,2,7,6,95,7,81,0,1,0,0,0,0,7,1,97,97,8,8
97716210,2,5,22,95,8,81,0,1,0,0,0,1,1,1,97,97,8,8
97716216,2,6,21,95,5,81,0,1,0,0,0,0,7,1,97,11,7,97
97716316,1,7,6,95,1,81,0,1,0,0,0,0,7,1,97,97,9,9
97716318,2,7,13,95,4,82,0,1,0,0,0,0,7,1,97,97,4,4
97716335,1,8,21,95,10,82,0,1,0,1,0,0,1,1,4,97,97,11
97716338,2,6,28,95,1,82,0,0,0,0,1,0,7,4,97,97,11,8
97716880,2,8,24,95,6,81,0,1,0,0,0,0,7,1,97,4,4,97
97716884,2,7,9,95,2,82,0,1,0,0,0,0,7,1,97,11,11,11
97716908,2,8,26,95,1,82,0,1,0,0,0,0,7,1,97,97,8,8
97716931,2,9,19,95,11,80,1,0,1,0,0,1,2,2,4,2,97,97
97716973,1,8,12,95,5,81,0,1,1,0,0,0,1,1,11,97,97,11
97716975,1,8,20,95,5,81,0,1,0,0,0,0,7,1,9,8,8,7
97716976,2,8,6,95,9,82,1,0,0,0,0,1,7,5,4,12,8,97
97716977,1,8,23,95,11,81,0,1,0,0,0,0,7,1,97,97,4,9
97717059,1,6,10,95,3,81,0,1,0,0,0,0,7,1,97,97,8,8
97717162,1,6,2,95,6,82,0,0,1,0,0,0,7,2,97,7,6,97
97717867,2,5,17,95,2,82,0,0,1,0,0,0,7,2,97,12,12,97
97717958,2,6,27,95,12,80,0,1,0,0,0,0,7,1,97,97,9,8
97717964,2,5,13,95,10,81,0,0,1,0,0,0,7,2,97,97,4,11
97718040,2,5,23,95,4,82,0,1,0,0,0,0,7,1,97,97,4,4
97718048,1,5,27,95,7,82,0,1,0,0,0,0,7,1,97,97,11,97
97718109,2,6,16,95,7,80,0,0,1,0,0,0,7,2,97,4,4,97
97718125,2,4,28,95,3,80,0,0,1,0,0,0,7,2,97,4,4,97
97718145,2,6,26,95,3,81,0,1,0,0,0,0,7,1,97,4,4,4
97718147,1,5,30,95,6,81,0,1,0,0,0,0,7,1,97,97,8,8
97718185,2,6,7,95,9,80,0,0,1,0,0,0,7,2,97,8,8,97
97718192,2,6,13,95,7,82,0,1,0,0,0,0,7,1,97,4,4,97
97718212,1,7,27,95,3,80,0,0,1,0,0,0,7,2,97,97,4,4
97718213,1,6,15,95,1,82,0,1,0,0,0,0,7,1,12,97,97,2
97718215,2,6,16,95,1,80,0,1,0,1,0,0,1,1,11,97,4,8
97718277,2,6,15,95,9,82,0,1,0,0,0,0,7,1,97,8,8,8
97718289,2,5,11,95,6,81,0,0,1,0,0,0,7,2,97,4,8,97
97718300,2,6,21,95,12,81,0,1,1,1,0,0,2,2,97,4,7,97
97718314,2,6,21,95,3,81,0,0,1,1,0,0,2,2,97,97,6,4
97718375,2,6,29,95,4,82,0,1,0,0,0,0,7,1,97,97,6,4
97718384,1,8,17,95,1,81,0,0,1,0,0,0,7,2,4,97,97,7
97718886,2,8,2,95,3,81,0,0,1,0,0,0,7,2,97,4,5,97
97718888,2,8,2,95,12,81,0,0,1,0,0,0,7,2,97,97,8,97
97718910,2,6,7,95,12,79,0,0,1,0,0,0,7,2,97,97,4,4
97718940,1,6,15,95,5,81,0,1,0,0,0,0,7,1,97,97,4,2
97718948,2,7,17,95,2,81,0,1,0,0,0,0,7,1,4,97,97,4
97718960,2,6,3,95,8,81,0,0,1,0,0,0,7,2,97,97,7,7
97718975,2,9,17,95,5,82,0,1,0,0,0,0,7,1,97,97,8,8
97718990,2,6,28,95,5,82,0,1,0,0,0,0,7,1,97,97,4,4
97718993,1,5,30,95,10,80,0,1,0,0,0,0,7,1,97,4,7,97
97718995,2,6,23,95,8,81,0,1,0,0,0,0,7,1,97,97,4,4
97719278,2,6,12,95,5,81,0,1,0,0,0,0,7,1,97,97,4,97
97719936,2,6,12,95,12,80,0,0,1,0,0,0,7,2,4,97,4,4
98316158,2,8,10,95,8,82,0,1,0,0,1,0,4,4,97,97,11,97
98316359,2,9,14,95,7,81,0,1,1,0,0,0,2,2,97,97,6,8
98316456,1,9,23,95,6,81,0,1,0,0,0,0,7,1,97,97,4,6
98500013,1,8,22,95,3,78,0,1,0,0,0,0,7,1,97,8,8,97
98500035,1,5,17,95,6,78,1,1,0,0,0,0,7,1,4,97,97,4
98500210,1,6,19,95,3,77,1,0,0,0,0,1,7,1,97,97,1,1
98500236,1,9,6,95,8,78,0,1,0,0,0,0,7,1,97,97,5,8
98500373,1,5,31,95,4,79,0,1,0,0,0,0,7,1,97,4,6,4
98500510,2,6,4,95,4,78,0,0,1,0,0,0,7,2,5,12,5,97
98500533,1,6,30,95,9,78,0,1,0,0,0,0,7,1,8,8,8,8
98500558,2,4,29,95,1,79,1,0,0,0,0,1,7,1,97,97,1,2
98500631,2,5,23,95,5,78,0,1,0,0,0,0,7,1,97,9,9,97
98500636,1,8,23,95,4,79,0,1,0,0,0,0,7,1,97,2,11,97
98500659,1,5,4,95,9,77,1,0,0,0,0,1,7,1,97,97,2,2
98500831,1,6,3,95,1,77,0,1,0,0,0,0,7,1,97,97,11,4
98500910,1,5,2,95,10,76,0,1,0,0,0,0,7,1,97,97,8,8
98500924,1,8,3,95,3,78,0,1,0,0,0,0,7,1,97,97,5,2
98500927,1,7,6,95,7,77,0,1,0,0,0,0,7,1,4,97,97,8
98500979,2,5,24,95,12,80,0,0,1,0,0,0,7,2,97,11,7,97
98500988,2,7,28,95,9,78,0,0,1,0,0,0,7,2,97,2,6,97
98503002,1,6,10,95,3,78,0,0,1,0,0,0,7,2,97,97,4,4
98503032,2,7,22,95,2,77,0,0,1,0,0,0,7,2,7,4,97,97
98503036,2,6,11,95,3,79,0,0,1,1,0,0,2,2,97,9,8,97
98503337,1,6,7,95,4,77,0,1,0,0,0,0,7,1,97,97,9,8
98503705,2,8,11,95,8,77,1,1,0,0,0,0,7,1,97,97,12,12
98504005,1,7,13,95,12,80,0,0,0,0,1,0,7,4,97,97,9,4
98504108,1,6,24,95,9,80,0,0,1,0,0,0,7,2,97,8,7,97
98504249,2,7,21,95,11,76,1,1,0,0,0,0,7,1,97,97,4,6
98504280,1,5,7,95,4,76,0,1,0,0,0,0,7,1,97,97,4,4
98504304,1,6,17,95,9,78,0,0,1,0,0,0,7,2,97,4,9,97
98504306,2,8,18,95,12,79,0,0,1,0,0,0,7,2,97,7,7,97
98504307,2,8,2,95,5,77,0,0,1,0,0,0,7,2,97,9,9,97
98504406,1,7,5,95,1,79,0,0,1,0,0,0,7,2,97,97,7,7
98504524,2,5,6,95,1,77,0,0,0,0,1,0,7,4,97,97,10,10
98504600,1,8,13,95,6,82,0,1,0,0,0,0,7,1,97,97,4,8
98504629,2,7,31,95,4,79,0,1,0,0,0,0,7,1,97,97,8,2
98504703,1,5,10,95,8,77,0,0,1,0,0,0,7,2,97,2,8,97
98504801,1,7,24,95,2,82,0,1,0,0,0,0,7,1,9,97,9,8
98504806,2,5,17,95,12,81,0,0,1,0,0,0,7,2,97,9,9,9
98504843,2,7,7,95,9,77,0,0,0,0,1,0,7,4,97,97,2,2
98506043,1,7,3,95,6,77,0,0,0,0,1,0,7,4,97,97,8,9
98506073,2,5,27,95,6,80,0,1,0,0,0,0,7,1,97,97,8,4
98506086,2,7,6,95,6,80,0,1,0,0,0,0,7,1,97,7,7,97
98506180,1,5,1,95,12,76,0,1,0,0,0,0,7,1,97,97,5,7
98506201,1,7,10,95,9,76,0,1,0,0,0,0,7,1,97,97,9,8
98506243,2,7,20,95,10,77,0,1,0,0,1,0,4,4,97,97,4,4
98506254,1,5,19,95,11,79,0,1,0,0,0,0,7,1,97,97,4,4
98506341,1,7,3,95,2,78,0,1,0,0,0,0,7,1,97,97,7,7
98506355,2,6,20,95,1,78,0,1,0,0,0,0,7,1,97,4,8,97
98506356,2,6,7,95,10,77,0,1,0,0,0,0,7,1,97,97,6,9
98506425,2,8,23,95,5,78,0,0,0,0,1,0,7,4,97,97,7,11
98506490,1,5,31,95,7,77,0,0,0,0,1,0,7,4,97,97,7,6
98506495,2,7,3,95,4,78,0,0,1,0,0,0,7,2,97,97,7,7
98506528,2,8,2,95,5,80,1,1,0,0,0,0,7,1,97,97,1,2
98506529,1,9,9,95,6,79,1,0,0,0,0,1,7,1,97,97,2,1
98506629,2,8,17,95,6,77,0,0,0,0,0,1,7,5,97,2,2,1
98506683,2,6,19,95,12,77,0,1,0,0,0,0,7,1,97,97,4,8
98506870,1,7,9,95,9,77,0,1,0,0,0,0,7,1,97,97,6,7
98506929,2,8,2,95,4,80,0,1,0,0,0,0,7,1,97,7,8,4
98506942,2,6,16,95,6,77,0,0,0,0,1,0,7,4,97,4,4,97
98506970,2,6,2,95,10,79,0,1,0,0,0,0,7,1,97,11,11,97
98506994,2,7,21,95,4,76,1,0,0,0,0,1,7,5,97,97,1,1
98506995,1,8,14,95,7,78,0,0,1,0,0,0,7,2,97,97,8,9
98507316,1,9,7,95,11,77,0,1,0,0,0,0,7,1,97,97,8,8
98508164,2,6,2,95,7,80,0,0,1,0,0,0,7,2,97,97,4,4
98508237,1,6,2,95,10,78,0,1,0,0,0,0,7,1,2,97,97,7
98508239,2,6,1,95,1,80,0,1,0,0,0,0,7,1,8,97,8,11
98508322,2,6,10,95,12,76,0,1,0,0,0,0,7,1,97,97,4,4
98508421,2,5,29,95,2,80,0,0,1,0,0,0,7,2,97,4,7,8
98508633,2,7,6,95,6,77,0,1,0,0,0,0,7,1,97,97,8,7
98508762,2,6,26,95,12,79,0,0,1,0,0,0,7,2,97,5,2,97
98508823,1,5,15,95,6,78,0,1,0,0,0,0,7,1,97,2,6,97
98508975,1,5,12,95,2,80,0,1,0,0,0,0,7,1,97,5,4,8
98508984,1,7,13,95,5,78,0,0,1,0,0,0,7,2,97,97,6,2
98540213,2,5,31,95,7,79,1,1,0,1,0,0,3,3,97,97,4,2
98540257,1,6,27,95,1,78,1,1,0,0,0,0,7,1,97,97,8,97
98540352,1,7,19,95,5,77,0,0,1,0,0,0,7,2,97,97,8,8
98540656,1,6,17,95,3,77,1,1,0,0,0,0,7,1,1,2,97,97
98540752,2,7,15,95,9,77,0,0,1,0,0,0,7,2,97,97,2,97
98544206,2,5,16,95,5,81,0,1,0,0,0,0,7,1,97,97,8,9
98546321,2,11,13,95,96,96,8,8,8,8,8,8,7,8,97,97,97,97
98570080,2,5,3,95,10,78,0,1,0,0,0,0,7,1,97,4,4,97
98570081,1,5,1,95,8,77,0,0,1,1,0,0,2,2,97,97,9,9
98570122,2,5,8,95,4,77,0,1,1,0,0,0,8,2,97,2,2,97
98570132,1,8,28,95,4,79,0,1,0,0,0,0,7,1,97,97,4,8
98570139,1,7,25,95,8,78,0,1,0,0,0,0,7,1,97,8,7,97
98570232,1,5,23,95,4,79,0,1,0,0,0,0,7,1,9,9,9,9
98570233,2,5,4,95,8,76,0,1,0,0,0,0,7,1,97,97,7,8
98570237,2,5,9,95,5,78,0,8,8,8,8,8,7,1,97,4,4,97
98570271,2,8,22,95,6,79,0,1,0,0,0,0,7,1,97,5,7,97
98570287,1,7,22,95,6,79,0,0,1,0,0,0,7,2,97,97,8,8
98570374,1,7,29,95,5,78,0,1,0,0,0,0,7,1,97,4,5,97
98570385,2,9,6,95,6,79,0,1,0,0,0,0,7,1,97,8,6,97
98570386,1,7,28,95,4,79,0,0,1,0,0,0,7,2,11,97,97,11
98570388,2,5,24,95,1,77,0,0,1,0,0,0,7,2,97,97,5,5
98570399,1,6,8,95,10,79,0,1,0,0,0,0,7,1,97,97,9,8
98570423,2,8,1,95,4,77,0,1,0,0,0,0,7,1,1,2,11,4
98570474,1,7,31,95,6,77,0,0,1,0,0,0,7,2,97,11,7,97
98570683,2,6,30,95,7,77,0,0,1,0,0,0,7,2,97,97,7,9
98570722,2,7,12,95,2,78,0,0,1,0,0,0,7,2,2,4,2,97
98570813,1,8,14,95,11,78,1,0,0,0,0,1,7,5,1,97,97,1
98570894,2,5,5,95,7,78,0,1,0,0,0,0,7,1,97,97,4,4
98570896,1,6,29,95,3,79,0,1,0,0,0,0,7,1,97,4,2,2
98570899,2,7,24,95,7,77,0,1,0,0,0,0,7,1,97,5,4,4
98570914,1,7,1,95,9,76,1,0,0,0,0,1,7,5,97,97,1,1
98570920,1,8,10,95,1,80,0,1,0,0,0,0,7,1,97,7,8,8
98570923,2,5,23,95,6,82,0,1,0,0,0,0,7,1,97,97,5,5
98571012,2,6,7,95,3,82,0,1,0,0,0,0,7,1,97,97,4,8
98571014,2,5,17,95,6,77,0,1,0,0,0,0,7,1,97,97,6,6
98571071,2,6,23,95,12,76,0,0,1,0,0,0,7,2,97,97,11,11
98571103,2,6,3,95,9,78,0,1,0,0,0,0,7,1,97,97,2,4
98571107,1,5,10,95,12,79,0,1,0,0,0,0,7,1,97,97,4,4
98571204,2,6,24,95,3,79,0,1,0,0,0,0,7,1,97,97,4,6
98571205,2,8,1,95,3,80,0,1,0,0,0,0,7,1,97,97,4,4
98571252,1,8,15,95,12,79,0,1,0,0,0,0,7,1,97,97,4,4
98571272,2,5,24,95,3,78,0,0,1,0,0,0,7,2,7,97,97,7
98571310,2,6,10,95,5,81,0,1,0,0,0,0,7,1,97,97,6,6
98571311,1,6,10,95,8,79,0,1,0,0,0,0,7,1,97,97,6,6
98571316,2,8,8,95,2,81,0,1,0,0,0,0,7,1,97,97,8,4
98571319,1,6,13,95,6,77,0,0,1,0,0,0,7,2,97,97,8,8
98571355,1,5,5,95,12,78,0,1,0,0,0,0,7,1,97,97,7,7
98571376,1,5,12,95,6,77,0,1,0,0,0,0,7,1,97,97,4,4
98571400,2,9,12,95,3,80,0,0,1,0,0,0,7,2,97,12,8,97
98571407,1,6,27,95,7,80,0,1,0,0,0,0,7,1,97,4,4,97
98571451,1,8,11,95,12,76,0,1,0,0,0,0,7,1,97,9,9,11
98571466,2,6,1,95,12,79,0,1,0,0,0,0,7,1,97,97,4,4
98571500,2,6,27,95,6,77,0,1,0,0,0,0,7,1,97,97,4,4
98571567,1,5,13,95,3,79,0,1,0,0,0,0,7,1,97,97,7,97
98571605,2,6,28,95,5,77,0,1,0,0,0,0,7,1,97,97,4,4
98571653,1,7,31,95,4,77,0,1,0,0,0,0,7,1,97,97,4,8
98571669,2,7,21,95,2,77,0,1,0,0,0,0,7,1,97,4,4,12
98571878,1,9,30,95,11,79,1,1,0,0,0,0,7,1,97,12,7,97
98571908,2,6,17,95,2,80,0,0,1,0,0,0,7,2,97,4,4,97
98571910,2,7,16,95,11,78,0,1,0,0,0,0,7,1,97,97,4,2
98571911,2,8,6,95,12,77,0,1,0,0,0,0,7,1,97,97,6,4
98571917,1,8,5,95,5,79,0,1,0,0,0,0,7,1,97,97,6,4
98571963,2,5,6,95,9,78,0,1,0,0,0,0,7,1,97,97,8,9
98571971,2,6,12,95,1,78,0,0,0,0,0,1,7,1,97,8,2,97
98572077,2,6,14,95,7,77,0,1,0,0,0,0,7,1,97,12,5,97
98572160,1,5,2,95,5,80,0,1,0,0,0,0,7,1,12,97,97,4
98572163,2,7,5,95,7,81,0,1,0,0,0,0,7,1,97,97,4,6
98572171,2,5,7,95,3,79,0,1,0,0,0,0,7,1,97,97,4,97
98572173,1,7,16,95,10,78,0,1,0,0,0,0,7,1,9,97,6,6
98572192,2,5,7,95,6,77,0,1,0,0,0,0,7,1,97,97,7,8
98572228,2,9,26,95,7,80,1,0,0,0,0,1,7,5,97,12,11,97
98572249,1,8,31,95,11,76,0,1,0,0,0,0,7,1,97,4,7,97
98572261,1,4,30,95,3,79,0,1,0,1,0,0,1,1,4,97,2,4
98572266,1,5,17,95,5,79,0,1,0,0,0,0,7,1,97,97,7,4
98572280,2,7,14,95,6,78,0,1,0,0,0,0,7,1,97,97,2,2
98572281,1,5,9,95,8,81,0,1,0,0,0,0,7,1,5,97,97,4
98572283,1,5,6,95,2,77,0,0,1,0,0,0,7,1,97,97,4,4
98572284,1,7,7,95,10,78,0,1,0,0,0,0,7,1,97,97,2,97
98572287,2,6,8,95,12,76,0,0,1,0,0,0,7,2,97,2,4,97
98572288,1,5,20,95,6,78,0,1,0,0,0,0,7,1,97,97,4,2
98572291,1,5,8,95,7,78,1,1,0,0,0,0,7,1,97,97,4,7
98572321,1,5,23,95,7,79,0,1,0,0,0,0,7,1,97,97,4,7
98572348,2,6,28,95,3,79,0,1,0,0,0,0,7,1,97,97,8,4
98572360,2,8,3,95,4,81,0,1,0,0,0,0,7,1,97,97,8,9
98572362,1,8,26,95,10,78,0,1,0,0,0,0,7,1,97,97,6,6
98572368,2,6,30,95,3,77,0,1,0,0,0,0,7,1,97,97,6,4
98572373,2,5,10,95,8,77,0,0,1,0,0,0,7,2,7,4,4,97
98572377,2,7,28,95,8,78,0,1,0,0,0,0,7,1,97,97,2,2
98572379,1,7,15,95,11,77,0,1,0,0,0,0,7,1,97,2,11,97
98572448,1,5,23,95,12,76,0,1,0,0,0,0,7,1,97,97,5,6
98572462,2,9,12,95,9,77,0,1,0,0,0,0,7,1,4,4,6,4
98572803,1,5,16,95,7,77,0,1,0,0,0,0,7,1,97,97,8,4
98572808,1,8,4,95,1,79,0,1,0,0,0,0,7,1,97,97,8,8
98572809,1,6,6,95,4,80,0,1,0,0,0,0,7,1,97,97,8,8
98572876,1,7,27,95,5,79,0,0,1,0,0,0,7,2,97,97,6,4
98572908,2,5,26,95,10,77,0,1,0,0,0,0,7,1,97,9,9,97
98572909,2,5,30,95,5,78,0,1,0,0,0,0,7,1,97,97,11,7
98572910,1,6,21,95,4,79,0,1,0,0,0,0,7,1,97,97,5,2
98572913,1,8,8,95,3,79,0,1,0,0,0,0,7,1,97,97,4,8
98572922,2,6,5,95,8,80,1,1,0,0,0,0,7,1,97,97,1,9
98572926,1,5,16,95,4,78,0,0,0,1,0,0,7,3,97,8,2,97
98572927,1,8,1,95,12,76,1,0,0,0,0,1,7,1,97,97,11,4
98572928,1,7,19,95,1,82,0,0,0,1,0,0,7,3,8,97,97,8
98572965,2,6,10,95,12,81,0,1,0,0,0,0,7,1,97,97,4,8
98572980,2,5,17,95,6,77,0,0,1,0,0,0,7,2,97,97,11,4
98572981,2,6,2,95,1,77,0,1,0,0,0,0,7,1,97,97,9,7
98572983,2,6,2,95,3,78,0,1,0,0,0,0,7,1,97,97,9,7
98572984,1,6,2,95,7,82,0,1,0,0,0,0,7,1,97,97,9,7
98572985,1,6,3,95,12,80,0,1,0,0,0,0,7,1,97,4,4,97
98572991,1,5,8,95,10,77,0,1,0,0,0,0,7,1,97,97,6,7
98572997,1,6,27,95,2,77,0,1,0,1,0,0,1,1,97,2,7,97
98572999,1,8,8,95,7,79,1,1,0,0,0,0,7,1,97,97,1,2
98573012,1,5,20,95,2,76,0,1,0,0,0,0,7,1,97,9,6,6
